s,A(s) (GHz),B(s) (GHz),C (normalized)
0.280,1.37341200,2.57369800,0.35756860
0.281,1.36371100,2.58403900,0.35802280
0.282,1.35400900,2.59440100,0.35847700
0.283,1.34430800,2.60478400,0.35893120
0.284,1.33460700,2.61518700,0.35938540
0.285,1.32490500,2.62561100,0.35983960
0.286,1.31520400,2.63605600,0.36029380
0.287,1.30568100,2.64652200,0.36074560
0.288,1.29661000,2.65700800,0.36119160
0.289,1.28753900,2.66751500,0.36163750
0.290,1.27846800,2.67804300,0.36208340
0.291,1.26939700,2.68859100,0.36252940
0.292,1.26032500,2.69916100,0.36297530
0.293,1.25125400,2.70975000,0.36342130
0.294,1.24218300,2.72036100,0.36386720
0.295,1.23311200,2.73099300,0.36431310
0.296,1.22404100,2.74164500,0.36475910
0.297,1.21497000,2.75231800,0.36520500
0.298,1.20589800,2.76301100,0.36565090
0.299,1.19682700,2.77372600,0.36609690
0.300,1.18782100,2.78446100,0.36654210
0.301,1.17913900,2.79521700,0.36698390
0.302,1.17065200,2.80599300,0.36742360
0.303,1.16216400,2.81679100,0.36786330
0.304,1.15367700,2.82760900,0.36830300
0.305,1.14518900,2.83844700,0.36874270
0.306,1.13670200,2.84930700,0.36918250
0.307,1.12821500,2.86018700,0.36962220
0.308,1.11972700,2.87108800,0.37006190
0.309,1.11124000,2.88201000,0.37050160
0.310,1.10275300,2.89295200,0.37094130
0.311,1.09426500,2.90391600,0.37138100
0.312,1.08577800,2.91489900,0.37182070
0.313,1.07729000,2.92590400,0.37226040
0.314,1.06880400,2.93692900,0.37270010
0.315,1.06077500,2.94797600,0.37313660
0.316,1.05279100,2.95904200,0.37357290
0.317,1.04480700,2.97013000,0.37400920
0.318,1.03682300,2.98123800,0.37444550
0.319,1.02883800,2.99236700,0.37488180
0.320,1.02085400,3.00351700,0.37531800
0.321,1.01287000,3.01468800,0.37575430
0.322,1.00488500,3.02587900,0.37619060
0.323,0.99690110,3.03709100,0.37662690
0.324,0.98891680,3.04832400,0.37706310
0.325,0.98093250,3.05957700,0.37749940
0.326,0.97294820,3.07085100,0.37793570
0.327,0.96496390,3.08214600,0.37837200
0.328,0.95718060,3.09346200,0.37880770
0.329,0.94974190,3.10479800,0.37924270
0.330,0.94233420,3.11615500,0.37967760
0.331,0.93492650,3.12753300,0.38011250
0.332,0.92751880,3.13893200,0.38054730
0.333,0.92011110,3.15035100,0.38098220
0.334,0.91270340,3.16179100,0.38141710
0.335,0.90529570,3.17325200,0.38185200
0.336,0.89788800,3.18473400,0.38228690
0.337,0.89048030,3.19623600,0.38272180
0.338,0.88307260,3.20775900,0.38315670
0.339,0.87566500,3.21930300,0.38359160
0.340,0.86825730,3.23086700,0.38402650
0.341,0.86084960,3.24245200,0.38446140
0.342,0.85351370,3.25405800,0.38489650
0.343,0.84673620,3.26568500,0.38533300
0.344,0.83995860,3.27733200,0.38576950
0.345,0.83318110,3.28900000,0.38620600
0.346,0.82640350,3.30068900,0.38664250
0.347,0.81962590,3.31239900,0.38707900
0.348,0.81284840,3.32412900,0.38751550
0.349,0.80607080,3.33588000,0.38795200
0.350,0.79929330,3.34765200,0.38838850
0.351,0.79251570,3.35944500,0.38882500
0.352,0.78573810,3.37125800,0.38926150
0.353,0.77896060,3.38309200,0.38969790
0.354,0.77218300,3.39494700,0.39013440
0.355,0.76548600,3.40682200,0.39057140
0.356,0.75893260,3.41871800,0.39100910
0.357,0.75262550,3.43063500,0.39144870
0.358,0.74632360,3.44257300,0.39188830
0.359,0.74002170,3.45453100,0.39232790
0.360,0.73371970,3.46651000,0.39276760
0.361,0.72741780,3.47851000,0.39320720
0.362,0.72111590,3.49053100,0.39364680
0.363,0.71481400,3.50257200,0.39408640
0.364,0.70851210,3.51463400,0.39452600
0.365,0.70221020,3.52671700,0.39496570
0.366,0.69590830,3.53882100,0.39540530
0.367,0.68960630,3.55094500,0.39584490
0.368,0.68330440,3.56309000,0.39628450
0.369,0.67700250,3.57525600,0.39672410
0.370,0.67090790,3.58744200,0.39716660
0.371,0.66500680,3.59964900,0.39761160
0.372,0.65910560,3.61187700,0.39805660
0.373,0.65320450,3.62412600,0.39850170
0.374,0.64730330,3.63639500,0.39894670
0.375,0.64140210,3.64868600,0.39939180
0.376,0.63550100,3.66099700,0.39983680
0.377,0.62959980,3.67332800,0.40028180
0.378,0.62369870,3.68568000,0.40072690
0.379,0.61779750,3.69805400,0.40117190
0.380,0.61189640,3.71044700,0.40161700
0.381,0.60599520,3.72286200,0.40206200
0.382,0.60017340,3.73529700,0.40250820
0.383,0.59448700,3.74775300,0.40295650
0.384,0.58892870,3.76023000,0.40340680
0.385,0.58348650,3.77272700,0.40385930
0.386,0.57804430,3.78524600,0.40431180
0.387,0.57260210,3.79778500,0.40476430
0.388,0.56716000,3.81034400,0.40521680
0.389,0.56171780,3.82292500,0.40566930
0.390,0.55627560,3.83552600,0.40612180
0.391,0.55083340,3.84814800,0.40657420
0.392,0.54539120,3.86079000,0.40702670
0.393,0.53994900,3.87345400,0.40747920
0.394,0.53450680,3.88613800,0.40793170
0.395,0.52906460,3.89884300,0.40838420
0.396,0.52362240,3.91156800,0.40883670
0.397,0.51842860,3.92431500,0.40929450
0.398,0.51340990,3.93708200,0.40975620
0.399,0.50839120,3.94986900,0.41021780
0.400,0.50337250,3.96267800,0.41067940
0.401,0.49835380,3.97550700,0.41114100
0.402,0.49333510,3.98835700,0.41160270
0.403,0.48831640,4.00122800,0.41206430
0.404,0.48329770,4.01411900,0.41252590
0.405,0.47827900,4.02703100,0.41298760
0.406,0.47326030,4.03996400,0.41344920
0.407,0.46824160,4.05291800,0.41391080
0.408,0.46326860,4.06589200,0.41437360
0.409,0.45842000,4.07888700,0.41483940
0.410,0.45368180,4.09190300,0.41530810
0.411,0.44901000,4.10494000,0.41577860
0.412,0.44440630,4.11799700,0.41625110
0.413,0.43980260,4.13107500,0.41672360
0.414,0.43519890,4.14417400,0.41719600
0.415,0.43059520,4.15729300,0.41766850
0.416,0.42599160,4.17043400,0.41814100
0.417,0.42138790,4.18359500,0.41861350
0.418,0.41678420,4.19677600,0.41908600
0.419,0.41218050,4.20997900,0.41955840
0.420,0.40757680,4.22320200,0.42003090
0.421,0.40297310,4.23644600,0.42050340
0.422,0.39836940,4.24971000,0.42097590
0.423,0.39401700,4.26299600,0.42145580
0.424,0.38976820,4.27630200,0.42193890
0.425,0.38551950,4.28962900,0.42242200
0.426,0.38127070,4.30297600,0.42290510
0.427,0.37702190,4.31634500,0.42338810
0.428,0.37277310,4.32973400,0.42387120
0.429,0.36852430,4.34314400,0.42435430
0.430,0.36427550,4.35657400,0.42483740
0.431,0.36002670,4.37002500,0.42532040
0.432,0.35577790,4.38349700,0.42580350
0.433,0.35156300,4.39699000,0.42628770
0.434,0.34745790,4.41050300,0.42677560
0.435,0.34344600,4.42403800,0.42726670
0.436,0.33943700,4.43759300,0.42775790
0.437,0.33554310,4.45116800,0.42825340
0.438,0.33164910,4.46476500,0.42874900
0.439,0.32775520,4.47838200,0.42924450
0.440,0.32386130,4.49202000,0.42974000
0.441,0.31996740,4.50567800,0.43023550
0.442,0.31607340,4.51935700,0.43073100
0.443,0.31217950,4.53305700,0.43122650
0.444,0.30828560,4.54677800,0.43172200
0.445,0.30439170,4.56052000,0.43221750
0.446,0.30049770,4.57428200,0.43271300
0.447,0.29661070,4.58806500,0.43320880
0.448,0.29308860,4.60186900,0.43371900
0.449,0.28959260,4.61569300,0.43423020
0.450,0.28609670,4.62953800,0.43474130
0.451,0.28260070,4.64340400,0.43525250
0.452,0.27910470,4.65729100,0.43576370
0.453,0.27560870,4.67119800,0.43627490
0.454,0.27211280,4.68512600,0.43678610
0.455,0.26861680,4.69907500,0.43729730
0.456,0.26512080,4.71304500,0.43780850
0.457,0.26167660,4.72703500,0.43832180
0.458,0.25834690,4.74104600,0.43883990
0.459,0.25508300,4.75507800,0.43936080
0.460,0.25181910,4.76913100,0.43988170
0.461,0.24865460,4.78320400,0.44040720
0.462,0.24550460,4.79729800,0.44093330
0.463,0.24235450,4.81141300,0.44145940
0.464,0.23920450,4.82554800,0.44198550
0.465,0.23605440,4.83970400,0.44251160
0.466,0.23290430,4.85388100,0.44303770
0.467,0.22975430,4.86807900,0.44356390
0.468,0.22660420,4.88229700,0.44409000
0.469,0.22345410,4.89653600,0.44461610
0.470,0.22030410,4.91079600,0.44514220
0.471,0.21736890,4.92507700,0.44567890
0.472,0.21453120,4.93937800,0.44622030
0.473,0.21169360,4.95370000,0.44676170
0.474,0.20885590,4.96804300,0.44730320
0.475,0.20601820,4.98240700,0.44784460
0.476,0.20318060,4.99679100,0.44838600
0.477,0.20034290,5.01119600,0.44892750
0.478,0.19750530,5.02562200,0.44946890
0.479,0.19466760,5.04006800,0.45001030
0.480,0.19192190,5.05453500,0.45055640
0.481,0.18928040,5.06902300,0.45110770
0.482,0.18664240,5.08353200,0.45165930
0.483,0.18401610,5.09806100,0.45221150
0.484,0.18147430,5.11261100,0.45276840
0.485,0.17893240,5.12718200,0.45332520
0.486,0.17639060,5.14177400,0.45388210
0.487,0.17384870,5.15638600,0.45443900
0.488,0.17130690,5.17101900,0.45499590
0.489,0.16876500,5.18567300,0.45555280
0.490,0.16622320,5.20034800,0.45610970
0.491,0.16368130,5.21504300,0.45666650
0.492,0.16113950,5.22975900,0.45722340
0.493,0.15880150,5.24449600,0.45779230
0.494,0.15654370,5.25925300,0.45836600
0.495,0.15428580,5.27403100,0.45893960
0.496,0.15202800,5.28883000,0.45951320
0.497,0.14977020,5.30365000,0.46008680
0.498,0.14751230,5.31849100,0.46066050
0.499,0.14525450,5.33335200,0.46123410
0.501,0.14299670,5.34823400,0.46180770
0.502,0.14079580,5.36313600,0.46238480
0.503,0.13869970,5.37806000,0.46296820
0.504,0.13662890,5.39300400,0.46355310
0.505,0.13455800,5.40796800,0.46413800
0.506,0.13254310,5.42295400,0.46472670
0.507,0.13055920,5.43796000,0.46531740
0.508,0.12857520,5.45298700,0.46590820
0.509,0.12659130,5.46803500,0.46649890
0.510,0.12460730,5.48310400,0.46708960
0.511,0.12262330,5.49819300,0.46768030
0.512,0.12063940,5.51330300,0.46827110
0.513,0.11865540,5.52843300,0.46886180
0.514,0.11667840,5.54358500,0.46945300
0.515,0.11490080,5.55875700,0.47005800
0.516,0.11312870,5.57395000,0.47066340
0.517,0.11135650,5.58916300,0.47126880
0.518,0.10958430,5.60439800,0.47187420
0.519,0.10781220,5.61965300,0.47247970
0.520,0.10604000,5.63492900,0.47308510
0.521,0.10426780,5.65022500,0.47369050
0.522,0.10252980,5.66554300,0.47429830
0.523,0.10086920,5.68088100,0.47491180
0.524,0.09922757,5.69623900,0.47552660
0.525,0.09758597,5.71161900,0.47614150
0.526,0.09596873,5.72701900,0.47675830
0.527,0.09438918,5.74244000,0.47737810
0.528,0.09280963,5.75788200,0.47799800
0.529,0.09123009,5.77334400,0.47861780
0.530,0.08965054,5.78882700,0.47923760
0.531,0.08807099,5.80433100,0.47985750
0.532,0.08649144,5.81985600,0.48047730
0.533,0.08491190,5.83540100,0.48109720
0.534,0.08338751,5.85096700,0.48172150
0.535,0.08199968,5.86655400,0.48235710
0.536,0.08061185,5.88216200,0.48299260
0.537,0.07922402,5.89779000,0.48362820
0.538,0.07783619,5.91343900,0.48426380
0.539,0.07644836,5.92910900,0.48489930
0.540,0.07506053,5.94479900,0.48553490
0.541,0.07369395,5.96051100,0.48617220
0.542,0.07240251,5.97624300,0.48681590
0.543,0.07113506,5.99199500,0.48746160
0.544,0.06986761,6.00776900,0.48810730
0.545,0.06860519,6.02356300,0.48875350
0.546,0.06739251,6.03937800,0.48940450
0.547,0.06617983,6.05521300,0.49005550
0.548,0.06496714,6.07107000,0.49070640
0.549,0.06375446,6.08694700,0.49135740
0.550,0.06254177,6.10284500,0.49200830
0.551,0.06132909,6.11876300,0.49265930
0.552,0.06011640,6.13470300,0.49331030
0.553,0.05898444,6.15066300,0.49396920
0.554,0.05792425,6.16664400,0.49463530
0.555,0.05686405,6.18264500,0.49530130
0.556,0.05580386,6.19866700,0.49596740
0.557,0.05474366,6.21471000,0.49663350
0.558,0.05368347,6.23077400,0.49729950
0.559,0.05262681,6.24685800,0.49796590
0.560,0.05162736,6.26296400,0.49863800
0.561,0.05065455,6.27908900,0.49931270
0.562,0.04968174,6.29523600,0.49998740
0.563,0.04870893,6.31140400,0.50066220
0.564,0.04776393,6.32759200,0.50134010
0.565,0.04683097,6.34380000,0.50201940
0.566,0.04589801,6.36003000,0.50269880
0.567,0.04496506,6.37628000,0.50337810
0.568,0.04403210,6.39255100,0.50405740
0.569,0.04309914,6.40884300,0.50473680
0.570,0.04216619,6.42515600,0.50541610
0.571,0.04130957,6.44148900,0.50610480
0.572,0.04050179,6.45784300,0.50679960
0.573,0.03969402,6.47421800,0.50749440
0.574,0.03888624,6.49061300,0.50818910
0.575,0.03807846,6.50702900,0.50888390
0.576,0.03727069,6.52346600,0.50957870
0.577,0.03648690,6.53992400,0.51027640
0.578,0.03576404,6.55640200,0.51098160
0.579,0.03504737,6.57290100,0.51168770
0.580,0.03433070,6.58942100,0.51239370
0.581,0.03361525,6.60596200,0.51309990
0.582,0.03293642,6.62252300,0.51381140
0.583,0.03225760,6.63910500,0.51452290
0.584,0.03157877,6.65570800,0.51523440
0.585,0.03089995,6.67233200,0.51594590
0.586,0.03022112,6.68897600,0.51665740
0.587,0.02954229,6.70564100,0.51736900
0.588,0.02890813,6.72232700,0.51808750
0.589,0.02832355,6.73903300,0.51881370
0.590,0.02773897,6.75576000,0.51954000
0.591,0.02715439,6.77250800,0.52026630
0.592,0.02656981,6.78927700,0.52099260
0.593,0.02598523,6.80606600,0.52171880
0.594,0.02542931,6.82287600,0.52244970
0.595,0.02490333,6.83970700,0.52318540
0.596,0.02437735,6.85655900,0.52392110
0.597,0.02385137,6.87343100,0.52465680
0.598,0.02332950,6.89032400,0.52539330
0.599,0.02282892,6.90723800,0.52613380
0.600,0.02232833,6.92417300,0.52687430
0.601,0.02182775,6.94112800,0.52761490
0.602,0.02132717,6.95810400,0.52835540
0.603,0.02082658,6.97510100,0.52909590
0.604,0.02032863,6.99211800,0.52983700
0.605,0.01989790,7.00915600,0.53059170
0.606,0.01946797,7.02621500,0.53134660
0.607,0.01903804,7.04329500,0.53210140
0.608,0.01860811,7.06039500,0.53285630
0.609,0.01817818,7.07751600,0.53361110
0.610,0.01776828,7.09465800,0.53437010
0.611,0.01738583,7.11182100,0.53513490
0.612,0.01700339,7.12900400,0.53589970
0.613,0.01662094,7.14620800,0.53666460
0.614,0.01623850,7.16343300,0.53742940
0.615,0.01587559,7.18067900,0.53819920
0.616,0.01551397,7.19794500,0.53896940
0.617,0.01515235,7.21523200,0.53973950
0.618,0.01479073,7.23254000,0.54050970
0.619,0.01442911,7.24986800,0.54127990
0.620,0.01407794,7.26721700,0.54205280
0.621,0.01377017,7.28458700,0.54283730
0.622,0.01346239,7.30197800,0.54362180
0.623,0.01315461,7.31938900,0.54440640
0.624,0.01284684,7.33682200,0.54519090
0.625,0.01254287,7.35427400,0.54597640
0.626,0.01226069,7.37174800,0.54676780
0.627,0.01198295,7.38924200,0.54756040
0.628,0.01170522,7.40675800,0.54835300
0.629,0.01142749,7.42429300,0.54914560
0.630,0.01115410,7.44185000,0.54993970
0.631,0.01088800,7.45942700,0.55073630
0.632,0.01062190,7.47702500,0.55153300
0.633,0.01035580,7.49464400,0.55232960
0.634,0.01008971,7.51228300,0.55312620
0.635,0.00982361,7.52994400,0.55392280
0.636,0.00959222,7.54762500,0.55473190
0.637,0.00936322,7.56532600,0.55554180
0.638,0.00913422,7.58304900,0.55635170
0.639,0.00890522,7.60079200,0.55716160
0.640,0.00867971,7.61855600,0.55797260
0.641,0.00847324,7.63634000,0.55879030
0.642,0.00827005,7.65414600,0.55960910
0.643,0.00806687,7.67197200,0.56042790
0.644,0.00786369,7.68981900,0.56124670
0.645,0.00766329,7.70768600,0.56206670
0.646,0.00747043,7.72557500,0.56289010
0.647,0.00727757,7.74348400,0.56371350
0.648,0.00708472,7.76141300,0.56453680
0.649,0.00689186,7.77936400,0.56536020
0.650,0.00670384,7.79733500,0.56618590
0.651,0.00653933,7.81532700,0.56702260
0.652,0.00637481,7.83334000,0.56785940
0.653,0.00621029,7.85137300,0.56869620
0.654,0.00604578,7.86942700,0.56953300
0.655,0.00589105,7.88750200,0.57037420
0.656,0.00574520,7.90559800,0.57121950
0.657,0.00559935,7.92371400,0.57206470
0.658,0.00545349,7.94185100,0.57291000
0.659,0.00530764,7.96000900,0.57375530
0.660,0.00516639,7.97818800,0.57460330
0.661,0.00502752,7.99638700,0.57545260
0.662,0.00488865,8.01460700,0.57630200
0.663,0.00474978,8.03284800,0.57715140
0.664,0.00461091,8.05110900,0.57800070
0.665,0.00448902,8.06939200,0.57886080
0.666,0.00436958,8.08769500,0.57972240
0.667,0.00425013,8.10601800,0.58058400
0.668,0.00413069,8.12436300,0.58144560
0.669,0.00401829,8.14272800,0.58231150
0.670,0.00391356,8.16111400,0.58318240
0.671,0.00380883,8.17952000,0.58405320
0.672,0.00370410,8.19794800,0.58492410
0.673,0.00359937,8.21639600,0.58579490
0.674,0.00349757,8.23486500,0.58666820
0.675,0.00339919,8.25335400,0.58754440
0.676,0.00330081,8.27186500,0.58842070
0.677,0.00320243,8.29039600,0.58929690
